SiteCode,CaO_Mean,TP_Mean,Vol_ave,AtmCa,AtmNa,AtmNO3,AtmSO4,TMIN_WS,XWD_WS,RH_WS,PT_Tmin,AWC_soil,Db3rdbar,Kfact,Pct_Alfi,SOC,EVI_AveAve,Evergr_ave,alru_dom,Wb_mx_area,slpavg,GW_P_Sp_Mx,ER13,PPT_ACCUM,PPT_2MoAvg,DOY,Type,GIS_LAT,GIS_LONG
WCAP03-R123,6.01,0.25,0.9698,0.045,0.096,0.32,0.178,-80.6,102.7,63.2,-82,0.1019,1.4054,0.2102,0,7.6737,2204,0.7252,0.0056,127225,0.1117,31,N,79049.3,1239,217,REF,41.27321,-120.27211
WCAP03-R159,7.66,0.24,0,0.034,0.324,0.247,0.217,-7,99,62,9,0.0848,1.558,0.156,0,6.6601,2957,0.7177,0.0533,0,0.1825,38,N,143338.6,746.9,181,REF,39.42954,-122.84401
WCAP03-R208,3.89,0.17,0,0.052,0.1,0.486,0.23,-96.3,72.7,66,-81,0.06,1.29,0.15,0,5.2654,2271,0.6891,0,25153,0.1401,30,N,81759,318.3,190,REF,36.64842,-118.80009
WCAP03-R219,5.22,0.22,0.6629,0.065,0.064,0.508,0.243,-94.8,93.3,63,-88,0.0956,1.0971,0.17,0,6.0673,2334,0.4537,0.0483,705,0.1642,33,N,115342.8,462.2,237,REF,38.42014,-119.75015
WCAP03-R222,3.92,0.17,0.0221,0.062,0.068,0.496,0.239,-88,95,63,-90,0.0473,1.3873,0.0136,0,6.2871,2000,0.4727,0.1616,0,0.1133,31,N,114625.5,430,210,REF,38.49441,-119.89197
WCAP03-R224,3.68,0.16,0,0.05,0.101,0.475,0.227,-36.1,66.9,61.7,18,0.1051,1.3858,0.2424,46.1,5.0582,3015,0.6758,0,56413,0.1288,30,N,71129.1,173.8,189,REF,#N/A,#N/A
WCAP03-R236,3.4,0.16,0,0.038,0.072,0.384,0.19,-69,86.4,64.3,-92,0.04,1.38,0.01,0,6.3058,1945,0.4524,0.0354,59226,0.1173,37,N,108943,208.4,224,REF,37.85323,-119.57374
WCAP03-R237,5.36,0.15,0,0.043,0.072,0.408,0.201,-137.6,121.2,63.2,-117,0.0475,1.407,0.0229,0,5.9833,1340,0.1955,0.0237,223101,0.1148,29,N,74287.1,1679.9,223,REF,37.8781,-119.25106
WCAP03-R242,17.47,0.13,0,0.049,0.079,0.437,0.213,-126,93,59.5,-108,0.0831,1.0007,0.1479,0,5.7856,684,0.0602,0.0069,600061,0.1212,32,N,80296.5,776.1,244,REF,37.55053,-118.87193
WCAP03-R244,6.61,0.13,0,0.066,0.084,0.515,0.243,-127.8,48.3,49.5,-120,0.06,1.48,0.1,0,1.9695,999,0.037,0,0,0.088,10,N,31387.1,1554.7,209,REF,37.55485,-118.17052
WCAP03-R245,3.76,0.16,0,0.058,0.092,0.515,0.236,-105,54.7,46.5,-40,0.0456,1.4131,0.036,0,3.6375,963,0.1367,0,47519,0.2731,501,N,43245.6,255.7,211,REF,37.01111,-118.32869
WCAP03-R318,3.93,0.17,0,0.052,0.266,0.773,0.383,18.6,42.8,50.6,45,0.07,1.5,0.1,0,3.1536,2850,0.3732,0,0,0.2022,27,N,50043.5,1580,132,REF,34.26829,-117.8911
WCAP03-R325,3.68,0.16,0,0.042,0.192,0.38,0.231,10,70.1,67,34,0.1056,1.5481,0.1979,0,5.6802,3589,0.6959,0,0,0.1551,35,N,87753.6,535,126,REF,36.32582,-121.78891
WCAP99-0501,10.4,0.13,0,0.059,0.236,0.731,0.366,19.2,38,46.1,48,0.1416,1.4604,0.334,71.7,3.5377,2347,0.1569,0,370,0.1624,18,N,59497.3,17.9,158,REF,34.54172,-118.77286
WCAP99-0503,2.74,0.15,0,0.038,0.075,0.385,0.192,-48.8,77.2,60.9,-56,0.0561,1.4246,0.0564,0,6.1375,2046,0.5785,0.0599,73487,0.1049,34,N,114431,4578.9,277,REF,37.68178,-119.53587
WCAP99-0505,5.02,0.15,0,0.032,0.08,0.279,0.138,-17.7,104.4,58.1,-21,0.0724,1.4109,0.1866,11.8,6.6431,2696,0.5171,0.0338,195076,0.1959,47,N,155518.8,520.3,222,REF,40.86244,-122.90169
WCAP99-0506,5.79,0.24,0.8945,0.045,0.096,0.322,0.178,-74,95,62.5,-66,0.0994,1.2909,0.2018,0,7.6851,2062,0.5042,0.0061,127225,0.0831,499,N,51149.2,838.3,242,REF,41.22948,-120.40485
WCAP99-0509,3.28,0.16,0,0.045,0.089,0.433,0.211,-67.2,70.5,66.3,-53,0.0663,1.4655,0.1177,0,5.635,2540,0.8054,0,30608,0.1154,29,N,84790.9,772.4,219,REF,37.04447,-119.1104
WCAP99-0527,5.3,0.23,1,0.036,0.17,0.32,0.194,16.5,70.3,52.3,18,0.14,1.48,0.2,0,4.0909,2339,0.0123,0.0454,3095,0.0467,25,N,67917.4,41.3,232,REF,40.10753,-122.02992
WCAP99-0536,3.25,0.13,0,0.062,0.214,0.686,0.346,-14.4,36.4,49.3,27,0.1441,1.478,0.3299,99.6,3.8032,3257,0.3621,0,0,0.146,26,N,69125.5,123.1,166,REF,34.5196,-119.40537
WCAP99-0539,4.62,0.18,0,0.088,0.22,0.825,0.43,-22,45.3,46.7,-12,0.0719,1.6071,0.1648,0,3.0793,2883,0.7893,0,1048,0.1818,22,N,40154.7,10.2,201,REF,33.77174,-116.76959
WCAP99-0550,3.89,0.17,0,0.075,0.233,0.809,0.415,-47,59,41,-30,0.068,1.62,0.156,0,3.0878,2685,0.9028,0,0,0.2302,59,N,51798.5,285.8,179,REF,34.16471,-116.97444
WCAP99-0552,4.43,0.17,0,0.053,0.265,0.772,0.383,43.9,39,54.6,53,0.1262,1.5147,0.3087,0,3.5026,2880,0.2353,0,0,0.1427,76,N,60935.1,8.2,207,REF,34.23908,-118.18059
WCAP99-0560,5.55,0.13,0,0.061,0.219,0.698,0.351,-9.4,33.7,45.3,1,0.1358,1.4765,0.3406,102.2,3.7506,2580,0.2461,0,25789,0.0942,51,N,53492,125.1,195,REF,34.55841,-119.14079
WCAP99-0583,5.31,0.16,0,0.031,0.048,0.273,0.122,-25,96,63,-15,0.0839,1.3133,0.15,40.5,6.7872,3208,0.8186,0.0562,0,0.2348,42,N,68823.4,1482.7,213,REF,41.70845,-123.13085
WCAP99-0592,5.05,0.06,0,0.031,0.043,0.275,0.12,-38,86,59,-57,0.09,1.1779,0.15,57.1,6.8325,2463,0.8742,0.0212,22952,0.0844,26,N,102301.8,1772.5,256,REF,41.3626,-122.51875
WCAP99-0598,5.39,0.16,0,0.032,0.071,0.276,0.133,-26,97.5,61,-11,0.0797,1.4303,0.153,0,7.6441,3767,0.6172,0.0458,0,0.2485,40,N,116002.4,156.6,260,REF,41.24444,-123.32795
WCAP99-0604,5.78,0.2,0,0.031,0.051,0.275,0.123,-57,90,66,-29,0.082,1.34,0.15,0,6.7806,2674,0.6682,0.0272,116380,0.14,33,N,97853.4,746.9,257,REF,41.33837,-122.9178
WCAP99-0605,2.97,0.14,0,0.034,0.133,0.28,0.16,-26.5,114.9,62.7,10,0.1244,1.33,0.2542,2.5,9.1664,4164,0.612,0.047,58879,0.1686,75,N,168993.1,651.5,263,REF,40.89154,-123.80843
WCAP99-0606,3.13,0.15,0,0.034,0.284,0.261,0.208,25.4,104.6,67.6,20,0.1263,1.4082,0.32,98.9,9.6242,4656,0.9048,0.0173,0,0.0438,52,N,167287.4,60.2,236,REF,39.79937,-123.74491
